row ID,row m/z,row retention time,26C sample 1.mzML Peak status,26C sample 1.mzML Peak name,26C sample 1.mzML Peak m/z,26C sample 1.mzML Peak RT,
75,126.09153404151542,9.766581666666667,DETECTED,126.092 m/z @9.8 [26C sample 1.mzML],126.09153404151542,9.766581666666667,
76,127.03921908538052,13.783078333333332,DETECTED,127.039 m/z @13.8 [26C sample 1.mzML],127.03921908538052,13.783078333333332,
77,127.09820955158159,22.833078333333333,DETECTED,127.098 m/z @22.8 [26C sample 1.mzML],127.09820955158159,22.833078333333333,
78,127.12338654827889,9.693246666666665,DETECTED,127.123 m/z @9.7 [26C sample 1.mzML],127.12338654827889,9.693246666666665,
79,128.04249951558904,13.760081666666668,DETECTED,128.042 m/z @13.8 [26C sample 1.mzML],128.04249951558904,13.760081666666668,
80,128.07097241003578,21.911578333333335,DETECTED,128.071 m/z @21.9 [26C sample 1.mzML],128.07097241003578,21.911578333333335,
81,128.0822028764414,22.926578333333335,DETECTED,128.082 m/z @22.9 [26C sample 1.mzML],128.0822028764414,22.926578333333335,
82,128.10136791150308,22.85641,DETECTED,128.101 m/z @22.9 [26C sample 1.mzML],128.10136791150308,22.85641,
83,128.92818048304233,29.766581666666664,DETECTED,128.928 m/z @29.8 [26C sample 1.mzML],128.92818048304233,29.766581666666664,
84,128.95390679603122,29.83841333333333,DETECTED,128.954 m/z @29.8 [26C sample 1.mzML],128.95390679603122,29.83841333333333,
85,128.9793584508743,29.647578333333335,DETECTED,128.979 m/z @29.6 [26C sample 1.mzML],128.9793584508743,29.647578333333335,
86,129.0549504761097,3.024915,DETECTED,129.055 m/z @3.0 [26C sample 1.mzML],129.0549504761097,3.024915,
87,129.0663030128023,11.485745,DETECTED,129.066 m/z @11.5 [26C sample 1.mzML],129.0663030128023,11.485745,
88,129.10260366440403,8.874411666666667,DETECTED,129.103 m/z @8.9 [26C sample 1.mzML],129.10260366440403,8.874411666666667,
89,129.1275517793132,39.67874833333334,DETECTED,129.128 m/z @39.7 [26C sample 1.mzML],129.1275517793132,39.67874833333334,
90,129.95704989716683,29.83841333333333,DETECTED,129.957 m/z @29.8 [26C sample 1.mzML],129.95704989716683,29.83841333333333,
91,129.97384982041757,3.0674116666666666,DETECTED,129.974 m/z @3.1 [26C sample 1.mzML],129.97384982041757,3.0674116666666666,
92,129.999881309124,2.834745,DETECTED,130.000 m/z @2.8 [26C sample 1.mzML],129.999881309124,2.834745,
93,130.0242495901698,11.846421666666666,DETECTED,130.024 m/z @11.8 [26C sample 1.mzML],130.0242495901698,11.846421666666666,
94,130.0396609639057,11.665418333333333,DETECTED,130.040 m/z @11.7 [26C sample 1.mzML],130.0396609639057,11.665418333333333,
95,130.0500216795163,11.801078333333333,DETECTED,130.050 m/z @11.8 [26C sample 1.mzML],130.0500216795163,11.801078333333333,
96,130.06094697020433,4.123753333333333,DETECTED,130.061 m/z @4.1 [26C sample 1.mzML],130.06094697020433,4.123753333333333,
97,130.0758090276487,11.801078333333333,DETECTED,130.076 m/z @11.8 [26C sample 1.mzML],130.0758090276487,11.801078333333333,
98,130.08645966019094,4.08008,DETECTED,130.086 m/z @4.1 [26C sample 1.mzML],130.08645966019094,4.08008,
99,130.09767486781064,22.926578333333335,DETECTED,130.098 m/z @22.9 [26C sample 1.mzML],130.09767486781064,22.926578333333335,
100,130.11281158340077,2.940411666666667,DETECTED,130.113 m/z @2.9 [26C sample 1.mzML],130.11281158340077,2.940411666666667,
101,130.13608123186341,4.123753333333333,DETECTED,130.136 m/z @4.1 [26C sample 1.mzML],130.13608123186341,4.123753333333333,
102,130.15941191546958,1.0040783333333334,DETECTED,130.159 m/z @1.0 [26C sample 1.mzML],130.15941191546958,1.0040783333333334,
103,130.1992068290372,11.68858,DETECTED,130.199 m/z @11.7 [26C sample 1.mzML],130.1992068290372,11.68858,
104,131.03398448680434,11.396245,DETECTED,131.034 m/z @11.4 [26C sample 1.mzML],131.03398448680434,11.396245,
105,131.05325633336716,11.665418333333333,DETECTED,131.053 m/z @11.7 [26C sample 1.mzML],131.05325633336716,11.665418333333333,
106,131.07054453776598,3.6274116666666667,DETECTED,131.071 m/z @3.6 [26C sample 1.mzML],131.07054453776598,3.6274116666666667,
107,131.08981638432883,4.123753333333333,DETECTED,131.090 m/z @4.1 [26C sample 1.mzML],131.08981638432883,4.123753333333333,
108,131.10087900408976,22.786076666666666,DETECTED,131.101 m/z @22.8 [26C sample 1.mzML],131.10087900408976,22.786076666666666,
109,131.11818246727444,6.712255,DETECTED,131.118 m/z @6.7 [26C sample 1.mzML],131.11818246727444,6.712255,
110,131.16272286324985,3.3879116666666667,DETECTED,131.163 m/z @3.4 [26C sample 1.mzML],131.16272286324985,3.3879116666666667,
111,131.55438537914455,14.238245000000001,DETECTED,131.554 m/z @14.2 [26C sample 1.mzML],131.55438537914455,14.238245000000001,
112,132.05408009904946,11.824246666666665,DETECTED,132.054 m/z @11.8 [26C sample 1.mzML],132.05408009904946,11.824246666666665,
113,132.06584462296073,9.669411666666667,DETECTED,132.066 m/z @9.7 [26C sample 1.mzML],132.06584462296073,9.669411666666667,
114,132.08133229062605,3.0460783333333334,DETECTED,132.081 m/z @3.0 [26C sample 1.mzML],132.08133229062605,3.0460783333333334,
115,132.1022673448495,7.497411666666666,DETECTED,132.102 m/z @7.5 [26C sample 1.mzML],132.1022673448495,7.497411666666666,
116,133.0281552130891,14.334579999999999,DETECTED,133.028 m/z @14.3 [26C sample 1.mzML],133.0281552130891,14.334579999999999,
117,133.04960906603236,10.027923333333332,DETECTED,133.050 m/z @10.0 [26C sample 1.mzML],133.04960906603236,10.027923333333332,
118,133.06091582636734,11.939580000000001,DETECTED,133.061 m/z @11.9 [26C sample 1.mzML],133.06091582636734,11.939580000000001,
119,133.07600676559983,3.9472483333333335,DETECTED,133.076 m/z @3.9 [26C sample 1.mzML],133.07600676559983,3.9472483333333335,
120,133.08615385820815,4.123753333333333,DETECTED,133.086 m/z @4.1 [26C sample 1.mzML],133.08615385820815,4.123753333333333,
121,133.09746061854312,19.592411666666667,DETECTED,133.097 m/z @19.6 [26C sample 1.mzML],133.09746061854312,19.592411666666667,
122,134.02740732382603,10.542248333333333,DETECTED,134.027 m/z @10.5 [26C sample 1.mzML],134.02740732382603,10.542248333333333,
123,134.04500070394238,11.801078333333333,DETECTED,134.045 m/z @11.8 [26C sample 1.mzML],134.04500070394238,11.801078333333333,
124,134.06024423103366,9.545584999999999,DETECTED,134.060 m/z @9.5 [26C sample 1.mzML],134.06024423103366,9.545584999999999,
125,134.0793177133801,3.9235783333333334,DETECTED,134.079 m/z @3.9 [26C sample 1.mzML],134.0793177133801,3.9235783333333334,
126,134.08957161748955,4.08008,DETECTED,134.090 m/z @4.1 [26C sample 1.mzML],134.08957161748955,4.08008,
127,134.10072578996574,19.649078333333332,DETECTED,134.101 m/z @19.6 [26C sample 1.mzML],134.10072578996574,19.649078333333332,
128,135.04805225236274,11.801078333333333,DETECTED,135.048 m/z @11.8 [26C sample 1.mzML],135.04805225236274,11.801078333333333,
129,135.08096545349974,2.940411666666667,DETECTED,135.081 m/z @2.9 [26C sample 1.mzML],135.08096545349974,2.940411666666667,
130,136.02252409483518,3.088581666666667,DETECTED,136.023 m/z @3.1 [26C sample 1.mzML],136.02252409483518,3.088581666666667,
131,136.06209012661463,6.141746666666666,DETECTED,136.062 m/z @6.1 [26C sample 1.mzML],136.06209012661463,6.141746666666666,
132,136.07588406904756,9.545584999999999,DETECTED,136.076 m/z @9.5 [26C sample 1.mzML],136.07588406904756,9.545584999999999,
133,136.0872823820978,5.582579999999999,DETECTED,136.087 m/z @5.6 [26C sample 1.mzML],136.0872823820978,5.582579999999999,
134,137.04606819268855,7.497411666666666,DETECTED,137.046 m/z @7.5 [26C sample 1.mzML],137.04606819268855,7.497411666666666,
135,137.06515693382084,6.19458,DETECTED,137.065 m/z @6.2 [26C sample 1.mzML],137.06515693382084,6.19458,
136,137.07940863983012,9.470744999999999,DETECTED,137.079 m/z @9.5 [26C sample 1.mzML],137.07940863983012,9.470744999999999,
137,137.98378161998292,14.358746666666667,DETECTED,137.984 m/z @14.4 [26C sample 1.mzML],137.98378161998292,14.358746666666667,
138,138.04933336411116,7.497411666666666,DETECTED,138.049 m/z @7.5 [26C sample 1.mzML],138.04933336411116,7.497411666666666,
139,138.10298325525523,8.90008,DETECTED,138.103 m/z @8.9 [26C sample 1.mzML],138.10298325525523,8.90008,
140,138.9197097693297,30.737756666666666,DETECTED,138.920 m/z @30.7 [26C sample 1.mzML],138.9197097693297,30.737756666666666,
141,139.0156570149252,9.766581666666667,DETECTED,139.016 m/z @9.8 [26C sample 1.mzML],139.0156570149252,9.766581666666667,
142,139.0865951104681,19.899411666666666,DETECTED,139.087 m/z @19.9 [26C sample 1.mzML],139.0865951104681,19.899411666666666,
143,139.09805445866184,7.598413333333334,DETECTED,139.098 m/z @7.6 [26C sample 1.mzML],139.09805445866184,7.598413333333334,
144,140.01062140683067,2.8134116666666666,DETECTED,140.011 m/z @2.8 [26C sample 1.mzML],140.01062140683067,2.8134116666666666,
145,140.07104619890418,12.758748333333333,DETECTED,140.071 m/z @12.8 [26C sample 1.mzML],140.07104619890418,12.758748333333333,
146,140.09015019882239,19.927243333333333,DETECTED,140.090 m/z @19.9 [26C sample 1.mzML],140.09015019882239,19.927243333333333,
147,140.11865361084088,8.90008,DETECTED,140.119 m/z @8.9 [26C sample 1.mzML],140.11865361084088,8.90008,
148,140.97169603530298,29.419911666666668,DETECTED,140.972 m/z @29.4 [26C sample 1.mzML],140.97169603530298,29.419911666666668,
149,140.9951030128385,14.021413333333333,DETECTED,140.995 m/z @14.0 [26C sample 1.mzML],140.9951030128385,14.021413333333333,
150,141.06598007323788,8.645919999999998,DETECTED,141.066 m/z @8.6 [26C sample 1.mzML],141.06598007323788,8.645919999999998,
151,142.05012598595644,12.107245,DETECTED,142.050 m/z @12.1 [26C sample 1.mzML],142.05012598595644,12.107245,
152,142.0693215385899,8.645919999999998,DETECTED,142.069 m/z @8.6 [26C sample 1.mzML],142.0693215385899,8.645919999999998,
153,142.08659448420283,5.395411666666666,DETECTED,142.087 m/z @5.4 [26C sample 1.mzML],142.08659448420283,5.395411666666666,
154,142.09779443303665,16.371085,DETECTED,142.098 m/z @16.4 [26C sample 1.mzML],142.09779443303665,16.371085,
155,142.9389807808722,17.246916666666667,DETECTED,142.939 m/z @17.2 [26C sample 1.mzML],142.9389807808722,17.246916666666667,
156,143.03978032037665,28.392911666666667,DETECTED,143.040 m/z @28.4 [26C sample 1.mzML],143.03978032037665,28.392911666666667,
157,143.08178775789645,6.297246666666666,DETECTED,143.082 m/z @6.3 [26C sample 1.mzML],143.08178775789645,6.297246666666666,
158,143.09309451823142,22.903579999999998,DETECTED,143.093 m/z @22.9 [26C sample 1.mzML],143.09309451823142,22.903579999999998,
159,144.06590315304325,6.272246666666666,DETECTED,144.066 m/z @6.3 [26C sample 1.mzML],144.06590315304325,6.272246666666666,
160,144.102203804645,18.072425,DETECTED,144.102 m/z @18.1 [26C sample 1.mzML],144.102203804645,18.072425,
161,144.92761256788356,30.32558,DETECTED,144.928 m/z @30.3 [26C sample 1.mzML],144.92761256788356,30.32558,
162,144.97837854849683,3.024915,DETECTED,144.978 m/z @3.0 [26C sample 1.mzML],144.97837854849683,3.024915,
163,145.04963707854313,7.623245,DETECTED,145.050 m/z @7.6 [26C sample 1.mzML],145.04963707854313,7.623245,
164,145.06912254810825,6.425423333333333,DETECTED,145.069 m/z @6.4 [26C sample 1.mzML],145.06912254810825,6.425423333333333,
165,145.10873435624532,22.833078333333333,DETECTED,145.109 m/z @22.8 [26C sample 1.mzML],145.10873435624532,22.833078333333333,
166,145.93086248052032,30.249078333333333,DETECTED,145.931 m/z @30.2 [26C sample 1.mzML],145.93086248052032,30.249078333333333,
167,146.06050112533256,8.165423333333333,DETECTED,146.061 m/z @8.2 [26C sample 1.mzML],146.06050112533256,8.165423333333333,
168,146.08151247348542,4.842913333333333,DETECTED,146.082 m/z @4.8 [26C sample 1.mzML],146.08151247348542,4.842913333333333,
169,146.09252931688872,22.95142333333333,DETECTED,146.093 m/z @23.0 [26C sample 1.mzML],146.09252931688872,22.95142333333333,
170,146.11787416023066,3.3024199999999997,DETECTED,146.118 m/z @3.3 [26C sample 1.mzML],146.11787416023066,3.3024199999999997,
171,146.92572006092462,30.35092,DETECTED,146.926 m/z @30.4 [26C sample 1.mzML],146.92572006092462,30.35092,
172,147.01695234168412,11.893081666666665,DETECTED,147.017 m/z @11.9 [26C sample 1.mzML],147.01695234168412,11.893081666666665,
173,147.04423505083244,9.520913333333334,DETECTED,147.044 m/z @9.5 [26C sample 1.mzML],147.04423505083244,9.520913333333334,
174,147.06546002198758,2.919425,DETECTED,147.065 m/z @2.9 [26C sample 1.mzML],147.06546002198758,2.919425,
175,147.07656841810615,11.801078333333333,DETECTED,147.077 m/z @11.8 [26C sample 1.mzML],147.07656841810615,11.801078333333333,
176,147.11297588120902,21.83175333333333,DETECTED,147.113 m/z @21.8 [26C sample 1.mzML],147.11297588120902,21.83175333333333,
177,147.14062480121842,2.85608,DETECTED,147.141 m/z @2.9 [26C sample 1.mzML],147.14062480121842,2.85608,
178,147.169616494385,11.801078333333333,DETECTED,147.170 m/z @11.8 [26C sample 1.mzML],147.169616494385,11.801078333333333,
179,147.2563474333107,11.778754999999999,DETECTED,147.256 m/z @11.8 [26C sample 1.mzML],147.2563474333107,11.778754999999999,
180,147.88017237632624,11.396245,DETECTED,147.880 m/z @11.4 [26C sample 1.mzML],147.88017237632624,11.396245,
181,147.9664913280333,11.374246666666666,DETECTED,147.966 m/z @11.4 [26C sample 1.mzML],147.9664913280333,11.374246666666666,
182,148.00050316175347,11.374246666666666,DETECTED,148.001 m/z @11.4 [26C sample 1.mzML],148.00050316175347,11.374246666666666,
183,148.02941856099065,11.374246666666666,DETECTED,148.029 m/z @11.4 [26C sample 1.mzML],148.02941856099065,11.374246666666666,
184,148.03962668874246,9.520913333333334,DETECTED,148.040 m/z @9.5 [26C sample 1.mzML],148.03962668874246,9.520913333333334,
185,148.06072958961056,11.374246666666666,DETECTED,148.061 m/z @11.4 [26C sample 1.mzML],148.06072958961056,11.374246666666666,
186,148.07978781317112,11.801078333333333,DETECTED,148.080 m/z @11.8 [26C sample 1.mzML],148.07978781317112,11.801078333333333,
187,148.09715231149931,3.583746666666667,DETECTED,148.097 m/z @3.6 [26C sample 1.mzML],148.09715231149931,3.583746666666667,
188,148.11622579384576,21.83175333333333,DETECTED,148.116 m/z @21.8 [26C sample 1.mzML],148.11622579384576,21.83175333333333,
189,148.1547237106138,11.418411666666666,DETECTED,148.155 m/z @11.4 [26C sample 1.mzML],148.1547237106138,11.418411666666666,
190,148.24128680289488,11.374246666666666,DETECTED,148.241 m/z @11.4 [26C sample 1.mzML],148.24128680289488,11.374246666666666,
191,149.023528460887,10.170078333333333,DETECTED,149.024 m/z @10.2 [26C sample 1.mzML],149.023528460887,10.170078333333333,
192,149.06373536167328,11.374246666666666,DETECTED,149.064 m/z @11.4 [26C sample 1.mzML],149.06373536167328,11.374246666666666,
193,149.08059632006754,11.869746666666666,DETECTED,149.081 m/z @11.9 [26C sample 1.mzML],149.08059632006754,11.869746666666666,
194,150.02697673774014,10.216753333333333,DETECTED,150.027 m/z @10.2 [26C sample 1.mzML],150.02697673774014,10.216753333333333,
195,150.05856242450585,8.115576666666666,DETECTED,150.059 m/z @8.1 [26C sample 1.mzML],150.05856242450585,8.115576666666666,
196,150.07766642442405,10.847745,DETECTED,150.078 m/z @10.8 [26C sample 1.mzML],150.07766642442405,10.847745,
197,150.11276163194148,5.984579999999999,DETECTED,150.113 m/z @6.0 [26C sample 1.mzML],150.11276163194148,5.984579999999999,
198,150.91126915567864,4.146748333333333,DETECTED,150.911 m/z @4.1 [26C sample 1.mzML],150.91126915567864,4.146748333333333,
199,150.93508812043288,4.10192,DETECTED,150.935 m/z @4.1 [26C sample 1.mzML],150.93508812043288,4.10192,
200,150.97923178797546,14.524745,DETECTED,150.979 m/z @14.5 [26C sample 1.mzML],150.97923178797546,14.524745,
201,150.99957174954972,4.036413333333333,DETECTED,151.000 m/z @4.0 [26C sample 1.mzML],150.99957174954972,4.036413333333333,
202,151.0349721327847,4.146748333333333,DETECTED,151.035 m/z @4.1 [26C sample 1.mzML],151.0349721327847,4.146748333333333,
203,151.06443684831348,4.123753333333333,DETECTED,151.064 m/z @4.1 [26C sample 1.mzML],151.06443684831348,4.123753333333333,
204,151.08654682904947,4.123753333333333,DETECTED,151.087 m/z @4.1 [26C sample 1.mzML],151.08654682904947,4.123753333333333,
205,151.09670918044364,4.146748333333333,DETECTED,151.097 m/z @4.1 [26C sample 1.mzML],151.09670918044364,4.146748333333333,
206,151.10758869477405,4.190245,DETECTED,151.108 m/z @4.2 [26C sample 1.mzML],151.10758869477405,4.190245,
207,151.12934772343488,4.123753333333333,DETECTED,151.129 m/z @4.1 [26C sample 1.mzML],151.12934772343488,4.123753333333333,
208,151.15849200446021,4.146748333333333,DETECTED,151.158 m/z @4.1 [26C sample 1.mzML],151.15849200446021,4.146748333333333,
209,151.19395342283872,4.146748333333333,DETECTED,151.194 m/z @4.1 [26C sample 1.mzML],151.19395342283872,4.146748333333333,
210,151.2586048986002,4.058083333333333,DETECTED,151.259 m/z @4.1 [26C sample 1.mzML],151.2586048986002,4.058083333333333,
211,151.28250015728383,4.123753333333333,DETECTED,151.283 m/z @4.1 [26C sample 1.mzML],151.28250015728383,4.123753333333333,
212,152.0570819047656,9.245245,DETECTED,152.057 m/z @9.2 [26C sample 1.mzML],152.0570819047656,9.245245,
213,152.08222838389113,6.475416666666666,DETECTED,152.082 m/z @6.5 [26C sample 1.mzML],152.08222838389113,6.475416666666666,
214,152.09994383429452,4.146748333333333,DETECTED,152.100 m/z @4.1 [26C sample 1.mzML],152.09994383429452,4.146748333333333,
215,153.04092264176663,8.343246666666667,DETECTED,153.041 m/z @8.3 [26C sample 1.mzML],153.04092264176663,8.343246666666667,
216,153.05380105704694,3.024915,DETECTED,153.054 m/z @3.0 [26C sample 1.mzML],153.05380105704694,3.024915,
217,153.10067604726154,4.123753333333333,DETECTED,153.101 m/z @4.1 [26C sample 1.mzML],153.10067604726154,4.123753333333333,
